"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,Unleashed,28/95,28,Cherrim,Uncommon,Normal,English,Unspecified,,2
International,Unleashed,31/95,31,Grotle,Uncommon,Normal,English,Unspecified,,1
International,Unleashed,33/95,33,Metang,Uncommon,Normal,English,Unspecified,,1
International,Unleashed,36/95,36,Plusle,Uncommon,Normal,English,Unspecified,,2
International,Unleashed,38/95,38,Pupitar,Uncommon,Normal,English,Unspecified,,2
International,Unleashed,40/95,40,Seadra,Uncommon,Normal,English,Unspecified,,1
International,Unleashed,41/95,41,Tauros,Uncommon,Normal,English,Unspecified,,2
International,Unleashed,45/95,45,Buizel,Common,Normal,English,Unspecified,,1
International,Unleashed,46/95,46,Carnivine,Common,Normal,English,Unspecified,,3
International,Unleashed,47/95,47,Cherubi,Common,Normal,English,Unspecified,,3
International,Unleashed,49/95,49,Horsea,Common,Normal,English,Unspecified,,1
International,Unleashed,51/95,51,Larvitar,Common,Normal,English,Unspecified,,1
International,Unleashed,53/95,53,Mankey,Common,Normal,English,Unspecified,,4
International,Unleashed,54/95,54,Misdreavus,Common,Normal,English,Unspecified,,1
International,Unleashed,56/95,56,Onix,Common,Normal,English,Unspecified,,1
International,Unleashed,57/95,57,Onix,Common,Normal,English,Unspecified,,5
International,Unleashed,60/95,60,Riolu,Common,Normal,English,Unspecified,,1
International,Unleashed,61/95,61,Roselia,Common,Normal,English,Unspecified,,3
International,Unleashed,62/95,62,Spearow,Common,Normal,English,Unspecified,,1
International,Unleashed,64/95,64,Stantler,Common,Normal,English,Unspecified,,2
International,Unleashed,67/95,67,Turtwig,Common,Normal,English,Unspecified,,4
International,Unleashed,74/95,74,"Energy Returner",Uncommon,Normal,English,Unspecified,,4
International,Unleashed,75/95,75,"Engineer's Adjustments",Uncommon,Normal,English,Unspecified,,2
International,Unleashed,76/95,76,"Good Rod",Uncommon,Normal,English,Unspecified,,2
International,Unleashed,77/95,77,"Interviewer's Questions",Uncommon,Normal,English,Unspecified,,5
International,Unleashed,79/95,79,"Life Herb",Uncommon,Normal,English,Unspecified,,8
International,Unleashed,81/95,81,"Pokémon Circulator",Uncommon,Normal,English,Unspecified,,2
International,"HGSS Trainer Kit (Gyarados)",30/30,30,Gyarados,,"Normal Holo",English,Unspecified,,1
International,"HGSS Trainer Kit (Raichu)",2/30,2,Pikachu,,Normal,English,Unspecified,,1
International,"HGSS Trainer Kit (Raichu)",16/30,16,Pikachu,,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",18/123,18,Exeggutor,Rare,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",19/123,19,Farfetch'd,Rare,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",21/123,21,Furret,Rare,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",22/123,22,Granbull,Rare,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",31/123,31,Sunflora,Rare,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",35/123,35,Bayleef,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",37/123,37,Corsola,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",38/123,38,Croconaw,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",39/123,39,Delibird,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",40/123,40,Donphan,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",41/123,41,Dunsparce,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",42/123,42,Flaaffy,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",43/123,43,Heracross,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"HeartGold & SoulSilver",46/123,46,Metapod,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",49/123,49,Quilava,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",50/123,50,Qwilfish,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"HeartGold & SoulSilver",51/123,51,Skiploom,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",54/123,54,Unown,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",55/123,55,Unown,Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",57/123,57,Caterpie,Common,Normal,English,Unspecified,,4
International,"HeartGold & SoulSilver",58/123,58,Chansey,Common,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",59/123,59,Chikorita,Common,Normal,English,Unspecified,,5
International,"HeartGold & SoulSilver",60/123,60,Clefairy,Common,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",61/123,61,Cyndaquil,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",62/123,62,Drowzee,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",63/123,63,Exeggcute,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",65/123,65,Growlithe,Common,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",66/123,66,Hoothoot,Common,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",67/123,67,Hoppip,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",69/123,69,Jynx,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",73/123,73,Mareep,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",74/123,74,Marill,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",75/123,75,Meowth,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",77/123,77,Phanpy,Common,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",78/123,78,Pikachu,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",79/123,79,Sandshrew,Common,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",80/123,80,Sentret,Common,Normal,English,Unspecified,,4
International,"HeartGold & SoulSilver",82/123,82,Snubbull,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",83/123,83,Spinarak,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",84/123,84,Staryu,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",86/123,86,Totodile,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",87/123,87,Vulpix,Common,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",90/123,90,Copycat,Uncommon,Normal,English,Unspecified,,3
International,"HeartGold & SoulSilver",94/123,94,"Moomoo Milk",Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",95/123,95,"Poké Ball",Uncommon,Normal,English,Unspecified,,4
International,"HeartGold & SoulSilver",96/123,96,"Pokégear 3.0",Uncommon,Normal,English,Unspecified,,1
International,"HeartGold & SoulSilver",96/123,96,"Pokégear 3.0",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"HeartGold & SoulSilver",98/123,98,"Pokémon Communication",Uncommon,Normal,English,Unspecified,,3
International,"HeartGold & SoulSilver",99/123,99,"Pokémon Reversal",Uncommon,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",100/123,100,"Professor Elm's Training Method",Uncommon,Normal,English,Unspecified,,2
International,"HeartGold & SoulSilver",104/123,104,"Rainbow Energy",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"HeartGold & SoulSilver",105/123,105,Ampharos,"Rare Prime","Normal Holo",English,Unspecified,,1
International,Arceus,9/99,9,Swalot,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,Arceus,19/99,19,Golem,Rare,Normal,English,Unspecified,,1
International,Arceus,23/99,23,Omastar,Rare,"Reverse Holo",English,Unspecified,,1
International,Arceus,28/99,28,Rapidash,Rare,Normal,English,Unspecified,,1
International,Arceus,32/99,32,Spiritomb,Rare,"Pokémon League",English,Unspecified,,2
International,Arceus,33/99,33,Bronzong,Uncommon,Normal,English,Unspecified,,1
International,Arceus,35/99,35,Charmeleon,Uncommon,Normal,English,Unspecified,,4
International,Arceus,36/99,36,Gastly,Uncommon,Normal,English,Unspecified,,1
International,Arceus,38/99,38,Grovyle,Uncommon,Normal,English,Unspecified,,2
International,Arceus,39/99,39,Grovyle,Uncommon,Normal,English,Unspecified,,1
International,Arceus,41/99,41,Haunter,Uncommon,Normal,English,Unspecified,,2
International,Arceus,43/99,43,Luxio,Uncommon,Normal,English,Unspecified,,1
International,Arceus,46/99,46,Ponyta,Uncommon,Normal,English,Unspecified,,3
International,Arceus,50/99,50,"Wormadam Sandy Cloak",Uncommon,Normal,English,Unspecified,,1
International,Arceus,51/99,51,"Wormadam Trash Cloak",Uncommon,Normal,English,Unspecified,,3
International,Arceus,53/99,53,"Beedrill G",Common,Normal,English,Unspecified,,2
International,Arceus,54/99,54,Bronzor,Common,Normal,English,Unspecified,,2
International,Arceus,57/99,57,"Burmy Sandy Cloak",Common,"Reverse Holo",English,Unspecified,,1
International,Arceus,58/99,58,"Burmy Trash Cloak",Common,Normal,English,Unspecified,,1
International,Arceus,58/99,58,"Burmy Trash Cloak",Common,"Reverse Holo",English,Unspecified,,1
International,Arceus,59/99,59,Charmander,Common,Normal,English,Unspecified,,2
International,Arceus,60/99,60,Cherubi,Common,Normal,English,Unspecified,,1
International,Arceus,64/99,64,Gastly,Common,Normal,English,Unspecified,,2
International,Arceus,65/99,65,Geodude,Common,Normal,English,Unspecified,,1
International,Arceus,66/99,66,Gulpin,Common,Normal,English,Unspecified,,1
International,Arceus,70/99,70,Omanyte,Common,Normal,English,Unspecified,,3
International,Arceus,71/99,71,Pikachu,Common,Normal,English,Unspecified,,1
International,Arceus,72/99,72,Ponyta,Common,Normal,English,Unspecified,,1
International,Arceus,73/99,73,Rattata,Common,Normal,English,Unspecified,,1
International,Arceus,74/99,74,Shinx,Common,Normal,English,Unspecified,,1
International,Arceus,76/99,76,Tangela,Common,Normal,English,Unspecified,,1
International,Arceus,78/99,78,Treecko,Common,Normal,English,Unspecified,,1
International,Arceus,79/99,79,Treecko,Common,Normal,English,Unspecified,,2
International,Arceus,81/99,81,Wingull,Common,Normal,English,Unspecified,,2
International,Arceus,83/99,83,"Bench Shield",Uncommon,Normal,English,Unspecified,,1
International,Arceus,84/99,84,"Buffer Piece",Uncommon,Normal,English,Unspecified,,1
International,Arceus,86/99,86,"Energy Restore",Uncommon,Normal,English,Unspecified,,1
International,Arceus,87/99,87,"Expert Belt",Uncommon,Normal,English,Unspecified,,1
International,Arceus,90/99,90,"Professor Oak's Visit",Uncommon,Normal,English,Unspecified,,1
International,Arceus,91/99,91,"Ultimate Zone",Uncommon,Normal,English,Unspecified,,2
International,Arceus,91/99,91,"Ultimate Zone",Uncommon,"Reverse Holo",English,Unspecified,,1
International,Arceus,92/99,92,"Dome Fossil",Common,Normal,English,Unspecified,,1
International,Arceus,93/99,93,"Helix Fossil",Common,Normal,English,Unspecified,,2
International,"Supreme Victors",6/147,6,Magmortar,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Supreme Victors",13/147,13,Venusaur,"Rare Holo",Non-holo,English,Unspecified,,1
International,"Supreme Victors",17/147,17,"Butterfree FB",Rare,Normal,English,Unspecified,,1
International,"Supreme Victors",21/147,21,Chimecho,Rare,Normal,English,Unspecified,,1
International,"Supreme Victors",22/147,22,Claydol,Rare,Normal,English,Unspecified,,1
International,"Supreme Victors",28/147,28,Exploud,Rare,Normal,English,Unspecified,,1
International,"Supreme Victors",33/147,33,Mawile,Rare,"Reverse Holo",English,Unspecified,,1
International,"Supreme Victors",34/147,34,Medicham,Rare,Normal,English,Unspecified,,1
International,"Supreme Victors",42/147,42,Sandslash,Rare,"Reverse Holo",English,Unspecified,,1
International,"Supreme Victors",49/147,49,"Altaria C",Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",51/147,51,Bibarel,Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",53/147,53,Carnivine,Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",57/147,57,Drifblim,Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",58/147,58,Floatzel,Uncommon,Normal,English,Unspecified,,3
International,"Supreme Victors",60/147,60,"Garchomp C",Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",68/147,68,Masquerain,Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",69/147,69,Metang,Uncommon,Normal,English,Unspecified,,2
International,"Supreme Victors",69/147,69,Metang,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Supreme Victors",72/147,72,Murkrow,Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",74/147,74,Numel,Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",78/147,78,"Raticate G",Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",79/147,79,Relicanth,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Supreme Victors",81/147,81,Roserade,Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",83/147,83,"Skarmory FB",Uncommon,Normal,English,Unspecified,,2
International,"Supreme Victors",84/147,84,"Spiritomb C",Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",85/147,85,Staravia,Uncommon,Normal,English,Unspecified,,2
International,"Supreme Victors",89/147,89,Baltoy,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",90/147,90,Beldum,Common,Normal,English,Unspecified,,2
International,"Supreme Victors",95/147,95,Chatot,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",96/147,96,Cherubi,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",97/147,97,Chimchar,Common,Normal,English,Unspecified,,4
International,"Supreme Victors",99/147,99,Combee,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",100/147,100,Corphish,Common,Normal,English,Unspecified,,2
International,"Supreme Victors",101/147,101,Croagunk,Common,Normal,English,Unspecified,,2
International,"Supreme Victors",102/147,102,Doduo,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",103/147,103,Drifloon,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",104/147,104,Feebas,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",105/147,105,Geodude,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",106/147,106,Gible,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",107/147,107,Goldeen,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",108/147,108,Growlithe,Common,Normal,English,Unspecified,,2
International,"Supreme Victors",111/147,111,Magnemite,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",112/147,112,Mankey,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",113/147,113,Meditite,Common,Normal,English,Unspecified,,2
International,"Supreme Victors",114/147,114,Meowth,Common,Normal,English,Unspecified,,2
International,"Supreme Victors",115/147,115,"Mime Jr.",Common,Normal,English,Unspecified,,1
International,"Supreme Victors",116/147,116,Mudkip,Common,Normal,English,Unspecified,,4
International,"Supreme Victors",118/147,118,Pachirisu,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",119/147,119,Paras,Common,Normal,English,Unspecified,,3
International,"Supreme Victors",121/147,121,Piplup,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",122/147,122,Rhyhorn,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",123/147,123,Roselia,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",126/147,126,Shinx,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",127/147,127,Shroomish,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",128/147,128,Skorupi,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",129/147,129,Starly,Common,Normal,English,Unspecified,,2
International,"Supreme Victors",130/147,130,Surskit,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",132/147,132,Whismur,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",133/147,133,Zubat,Common,Normal,English,Unspecified,,1
International,"Supreme Victors",135/147,135,"Champion's Room",Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",137/147,137,"Cyrus's Initiative",Uncommon,Normal,English,Unspecified,,1
International,"Supreme Victors",138/147,138,"Night Teleporter",Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",19/111,19,Flareon,Rare,Normal,English,Unspecified,,1
International,"Rising Rivals",20/111,20,"Gallade E4",Rare,Normal,English,Unspecified,,1
International,"Rising Rivals",23/111,23,"Golem E4",Rare,Normal,English,Unspecified,,1
International,"Rising Rivals",28/111,28,"Mr. Mime E4",Rare,Normal,English,Unspecified,,2
International,"Rising Rivals",36/111,36,Walrein,Rare,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",38/111,38,"Alakazam E4",Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",40/111,40,"Gengar GL",Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",41/111,41,Glaceon,Uncommon,Normal,English,Unspecified,,2
International,"Rising Rivals",42/111,42,"Hippowdon E4",Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",45/111,45,Leafeon,Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",46/111,46,"Machamp GL",Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",52/111,52,Tropius,Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",53/111,53,Vibrava,Uncommon,Normal,English,Unspecified,,5
International,"Rising Rivals",53/111,53,Vibrava,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",55/111,55,"Aerodactyl GL",Common,Normal,English,Unspecified,,2
International,"Rising Rivals",56/111,56,"Ambipom G",Common,Normal,English,Unspecified,,3
International,"Rising Rivals",57/111,57,Aron,Common,Normal,English,Unspecified,,1
International,"Rising Rivals",59/111,59,Eevee,Common,Normal,English,Unspecified,,3
International,"Rising Rivals",61/111,61,"Forretress G",Common,Normal,English,Unspecified,,1
International,"Rising Rivals",62/111,62,"Gliscor E4",Common,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",63/111,63,Growlithe,Common,Normal,English,Unspecified,,2
International,"Rising Rivals",64/111,64,Hippopotas,Common,Normal,English,Unspecified,,1
International,"Rising Rivals",65/111,65,"Houndoom E4",Common,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",67/111,67,Kecleon,Common,Normal,English,Unspecified,,2
International,"Rising Rivals",67/111,67,Kecleon,Common,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",70/111,70,Munchlax,Common,Normal,English,Unspecified,,3
International,"Rising Rivals",71/111,71,"Nidoran ♀",Common,Normal,English,Unspecified,,1
International,"Rising Rivals",72/111,72,"Nidoran ♂",Common,Normal,English,Unspecified,,2
International,"Rising Rivals",73/111,73,Nidorina,Common,Normal,English,Unspecified,,3
International,"Rising Rivals",74/111,74,Nidorino,Common,Normal,English,Unspecified,,3
International,"Rising Rivals",76/111,76,"Quagsire GL",Common,Normal,English,Unspecified,,2
International,"Rising Rivals",77/111,77,Sealeo,Common,Normal,English,Unspecified,,1
International,"Rising Rivals",78/111,78,Seedot,Common,Normal,English,Unspecified,,2
International,"Rising Rivals",79/111,79,"Shellos East Sea",Common,Normal,English,Unspecified,,5
International,"Rising Rivals",80/111,80,"Shellos West Sea",Common,Normal,English,Unspecified,,1
International,"Rising Rivals",81/111,81,Snorlax,Common,Normal,English,Unspecified,,3
International,"Rising Rivals",83/111,83,Staryu,Common,Normal,English,Unspecified,,2
International,"Rising Rivals",84/111,84,Trapinch,Common,Normal,English,Unspecified,,2
International,"Rising Rivals",85/111,85,"Turtwig GL",Common,Normal,English,Unspecified,,1
International,"Rising Rivals",86/111,86,Weedle,Common,Normal,English,Unspecified,,4
International,"Rising Rivals",87/111,87,Weezing,Common,Normal,English,Unspecified,,1
International,"Rising Rivals",89/111,89,"Bebe's Search",Uncommon,"Pokémon League",English,Unspecified,,1
International,"Rising Rivals",93/111,93,"Pokémon Contest Hall",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",94/111,94,"Sunyshore City Gym",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",95/111,95,"Team Galactic's Invention G-107 Technical Machine G",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Rising Rivals",97/111,97,"Underground Expedition",Uncommon,Normal,English,Unspecified,,1
International,"Rising Rivals",98/111,98,"Volkner's Philosophy",Uncommon,Normal,English,Unspecified,,4
International,"Rising Rivals",99/111,99,"Darkness Energy",Uncommon,Normal,English,Unspecified,,1
International,"POP Series 9",5/17,5,Rotom,Rare,Normal,English,Unspecified,,1
International,"POP Series 9",7/17,7,Croagunk,Uncommon,Normal,English,Unspecified,,1
International,"POP Series 9",8/17,8,Gabite,Uncommon,Normal,English,Unspecified,,1
International,"POP Series 9",9/17,9,Lopunny,Uncommon,Normal,English,Unspecified,,1
International,"POP Series 9",9/17,9,Lopunny,Uncommon,"Cosmos Holo",English,Unspecified,,1
International,"POP Series 9",14/17,14,Gible,Common,Normal,English,Unspecified,,1
International,"POP Series 9",15/17,15,Pikachu,Common,Normal,English,Unspecified,,2
International,"POP Series 9",16/17,16,Piplup,Common,Normal,English,Unspecified,,1
International,Platinum,8/127,8,Gardevoir,"Rare Holo",Non-holo,English,Unspecified,,1
International,Platinum,11/127,11,Manectric,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,Platinum,19/127,19,Banette,Rare,Normal,English,Unspecified,,2
International,Platinum,19/127,19,Banette,Rare,"Reverse Holo",English,Unspecified,,1
International,Platinum,23/127,23,Dialga,Rare,Normal,English,Unspecified,,1
International,Platinum,24/127,24,Dugtrio,Rare,Normal,English,Unspecified,,1
International,Platinum,26/127,26,Empoleon,Rare,"Reverse Holo",English,Unspecified,,1
International,Platinum,33/127,33,Lickilicky,Rare,Normal,English,Unspecified,,1
International,Platinum,33/127,33,Lickilicky,Rare,"Reverse Holo",English,Unspecified,,1
International,Platinum,34/127,34,Ludicolo,Rare,Normal,English,Unspecified,,1
International,Platinum,35/127,35,Luvdisc,Rare,Normal,English,Unspecified,,1
International,Platinum,37/127,37,Palkia,Rare,Normal,English,Unspecified,,1
International,Platinum,41/127,41,"Bronzong G",Uncommon,Normal,English,Unspecified,,2
International,Platinum,42/127,42,Cacturne,Uncommon,Normal,English,Unspecified,,3
International,Platinum,43/127,43,Carnivine,Uncommon,Normal,English,Unspecified,,2
International,Platinum,44/127,44,Cascoon,Uncommon,Normal,English,Unspecified,,2
International,Platinum,45/127,45,Combusken,Uncommon,Normal,English,Unspecified,,4
International,Platinum,46/127,46,Cranidos,Uncommon,Normal,English,Unspecified,,1
International,Platinum,46/127,46,Cranidos,Uncommon,"Reverse Holo",English,Unspecified,,1
International,Platinum,47/127,47,"Crobat G",Uncommon,Normal,English,Unspecified,,2
International,Platinum,48/127,48,Flaaffy,Uncommon,Normal,English,Unspecified,,4
International,Platinum,49/127,49,Grotle,Uncommon,Normal,English,Unspecified,,2
International,Platinum,50/127,50,"Houndoom G",Uncommon,Normal,English,Unspecified,,2
International,Platinum,51/127,51,Kirlia,Uncommon,Normal,English,Unspecified,,3
International,Platinum,52/127,52,Lombre,Uncommon,Normal,English,Unspecified,,1
International,Platinum,55/127,55,Mismagius,Uncommon,Normal,English,Unspecified,,3
International,Platinum,56/127,56,Monferno,Uncommon,Normal,English,Unspecified,,2
International,Platinum,57/127,57,Muk,Uncommon,Normal,English,Unspecified,,1
International,Platinum,59/127,59,Prinplup,Uncommon,Normal,English,Unspecified,,2
International,Platinum,60/127,60,Probopass,Uncommon,Normal,English,Unspecified,,1
International,Platinum,61/127,61,Seviper,Uncommon,Normal,English,Unspecified,,2
International,Platinum,62/127,62,Shieldon,Uncommon,Normal,English,Unspecified,,1
International,Platinum,63/127,63,Silcoon,Uncommon,Normal,English,Unspecified,,2
International,Platinum,64/127,64,Vigoroth,Uncommon,Normal,English,Unspecified,,1
International,Platinum,65/127,65,Wartortle,Uncommon,Normal,English,Unspecified,,1
International,Platinum,66/127,66,Zangoose,Uncommon,Normal,English,Unspecified,,2
International,Platinum,67/127,67,Cacnea,Common,Normal,English,Unspecified,,4
International,Platinum,68/127,68,Carnivine,Common,Normal,English,Unspecified,,3
International,Platinum,69/127,69,Chansey,Common,Normal,English,Unspecified,,2
International,Platinum,70/127,70,Chimchar,Common,Normal,English,Unspecified,,4
International,Platinum,71/127,71,Combee,Common,Normal,English,Unspecified,,3
International,Platinum,72/127,72,Diglett,Common,Normal,English,Unspecified,,6
International,Platinum,72/127,72,Diglett,Common,"Reverse Holo",English,Unspecified,,1
International,Platinum,73/127,73,Dunsparce,Common,Normal,English,Unspecified,,5
International,Platinum,74/127,74,Electrike,Common,Normal,English,Unspecified,,1
International,Platinum,75/127,75,Grimer,Common,Normal,English,Unspecified,,1
International,Platinum,76/127,76,Happiny,Common,Normal,English,Unspecified,,6
International,Platinum,77/127,77,"Honchkrow G",Common,Normal,English,Unspecified,,3
International,Platinum,78/127,78,Kricketot,Common,Normal,English,Unspecified,,2
International,Platinum,79/127,79,Lapras,Common,Normal,English,Unspecified,,2
International,Platinum,80/127,80,Lickitung,Common,Normal,English,Unspecified,,3
International,Platinum,81/127,81,Lotad,Common,Normal,English,Unspecified,,2
International,Platinum,82/127,82,Mareep,Common,Normal,English,Unspecified,,2
International,Platinum,83/127,83,Misdreavus,Common,Normal,English,Unspecified,,8
International,Platinum,84/127,84,Nosepass,Common,Normal,English,Unspecified,,8
International,Platinum,85/127,85,Piplup,Common,Normal,English,Unspecified,,6
International,Platinum,86/127,86,Poochyena,Common,Normal,English,Unspecified,,2
International,Platinum,88/127,88,"Purugly G",Common,Normal,English,Unspecified,,1
International,Platinum,89/127,89,Ralts,Common,Normal,English,Unspecified,,12
International,Platinum,90/127,90,Remoraid,Common,Normal,English,Unspecified,,4
International,Platinum,91/127,91,Riolu,Common,Normal,English,Unspecified,,12
International,Platinum,92/127,92,Shuppet,Common,Normal,English,Unspecified,,4
International,Platinum,93/127,93,Skitty,Common,Normal,English,Unspecified,,3
International,Platinum,95/127,95,Slakoth,Common,Normal,English,Unspecified,,3
International,Platinum,96/127,96,Squirtle,Common,Normal,English,Unspecified,,5
International,Platinum,98/127,98,Tauros,Common,Normal,English,Unspecified,,3
International,Platinum,99/127,99,Torchic,Common,Normal,English,Unspecified,,1
International,Platinum,100/127,100,Torkoal,Common,Normal,English,Unspecified,,4
International,Platinum,101/127,101,Turtwig,Common,Normal,English,Unspecified,,2
International,Platinum,103/127,103,Wurmple,Common,Normal,English,Unspecified,,6
International,Platinum,104/127,104,"Broken Time-Space",Uncommon,Normal,English,Unspecified,,1
International,Platinum,108/127,108,"Life Herb",Uncommon,Normal,English,Unspecified,,2
International,Platinum,109/127,109,"Looker's Investigation",Uncommon,Normal,English,Unspecified,,1
International,Platinum,110/127,110,"Memory Berry",Uncommon,Normal,English,Unspecified,,2
International,Platinum,111/127,111,"Miasma Valley",Uncommon,Normal,English,Unspecified,,2
International,Platinum,114/127,114,"Pokédex HANDY910is",Uncommon,Normal,English,Unspecified,,1
International,Platinum,115/127,115,"Pokémon Rescue",Uncommon,"Reverse Holo",English,Unspecified,,1
International,Platinum,119/127,119,"Armor Fossil",Common,Normal,English,Unspecified,,2
International,Platinum,120/127,120,"Skull Fossil",Common,Normal,English,Unspecified,,1
International,Platinum,120/127,120,"Skull Fossil",Common,"Reverse Holo",English,Unspecified,,1
International,Stormfront,23/100,23,Roserade,Rare,Normal,English,Unspecified,,1
International,Stormfront,29/100,29,Tangrowth,Rare,"Reverse Holo",English,Unspecified,,1
International,Stormfront,33/100,33,Budew,Uncommon,Normal,English,Unspecified,,1
International,Stormfront,34/100,34,Dusclops,Uncommon,Normal,English,Unspecified,,1
International,Stormfront,41/100,41,Machoke,Uncommon,Normal,English,Unspecified,,1
